trade_id,timestamp,symbol,side,price,quantity
61,2026-03-04 14:43:54.162714,ETH,BUY,41151.84,3
62,2026-03-04 14:44:04.162714,ETH,BUY,31979.84,2
63,2026-03-04 14:44:14.162714,ETH,BUY,8369.1,4
64,2026-03-04 14:44:24.162714,ETH,BUY,12362.56,1
65,2026-03-04 14:44:34.162714,BTC,SELL,23749.38,1
66,2026-03-04 14:44:44.162714,BTC,SELL,1541.21,2
67,2026-03-04 14:44:54.162714,BTC,SELL,20705.83,3
68,2026-03-04 14:45:04.162714,BTC,BUY,21677.31,2
69,2026-03-04 14:45:14.162714,SOL,BUY,3305.25,2
70,2026-03-04 14:45:24.162714,BTC,BUY,37289.95,3
71,2026-03-04 14:45:34.162714,SOL,BUY,34050.16,5
72,2026-03-04 14:45:44.162714,BTC,BUY,31801.9,5
73,2026-03-04 14:45:54.162714,SOL,BUY,21903.82,2
74,2026-03-04 14:46:04.162714,SOL,BUY,35067.11,4
75,2026-03-04 14:46:14.162714,ETH,BUY,33203.24,1
76,2026-03-04 14:46:24.162714,SOL,SELL,13625.88,1
77,2026-03-04 14:46:34.162714,SOL,BUY,20139.28,2
78,2026-03-04 14:46:44.162714,SOL,SELL,1852.73,2
79,2026-03-04 14:46:54.162714,SOL,SELL,29485.8,1
80,2026-03-04 14:47:04.162714,BTC,SELL,4608.36,3
81,2026-03-04 14:47:14.162714,BTC,BUY,5161.59,5
82,2026-03-04 14:47:24.162714,BTC,SELL,35773.09,2
83,2026-03-04 14:47:34.162714,BTC,BUY,16815.1,2
84,2026-03-04 14:47:44.162714,BTC,BUY,25476.69,1
85,2026-03-04 14:47:54.162714,SOL,BUY,28418.27,4
86,2026-03-04 14:48:04.162714,BTC,SELL,26119.22,3
87,2026-03-04 14:48:14.162714,BTC,SELL,21011.85,3
88,2026-03-04 14:48:24.162714,SOL,BUY,37313.48,4
89,2026-03-04 14:48:34.162714,BTC,SELL,28358.82,5
90,2026-03-04 14:48:44.162714,ETH,BUY,13248.87,1
91,2026-03-04 14:48:54.162714,SOL,BUY,35128.39,1
92,2026-03-04 14:49:04.162714,ETH,BUY,4483.28,4
93,2026-03-04 14:49:14.162714,SOL,SELL,13981.56,4
94,2026-03-04 14:49:24.162714,ETH,SELL,14896.95,3
95,2026-03-04 14:49:34.162714,ETH,BUY,42760.84,3
96,2026-03-04 14:49:44.162714,SOL,BUY,6941.0,2
97,2026-03-04 14:49:54.162714,BTC,BUY,14125.12,3
98,2026-03-04 14:50:04.162714,SOL,BUY,29945.22,1
99,2026-03-04 14:50:14.162714,ETH,BUY,2940.0,3
100,2026-03-04 14:50:24.162714,SOL,SELL,44363.6,3
101,2026-03-04 14:50:34.162714,ETH,BUY,17961.41,2
102,2026-03-04 14:50:44.162714,BTC,BUY,8458.45,2
103,2026-03-04 14:50:54.162714,ETH,BUY,27212.41,5
104,2026-03-04 14:51:04.162714,SOL,BUY,15208.14,1
105,2026-03-04 14:51:14.162714,ETH,BUY,42041.43,4
106,2026-03-04 14:51:24.162714,BTC,BUY,21840.9,2
107,2026-03-04 14:51:34.162714,SOL,BUY,3796.01,1
108,2026-03-04 14:51:44.162714,BTC,SELL,41387.7,4
109,2026-03-04 14:51:54.162714,ETH,SELL,14565.77,2
110,2026-03-04 14:52:04.162714,ETH,BUY,21278.88,4
111,2026-03-04 14:52:14.162714,BTC,SELL,31354.98,1
112,2026-03-04 14:52:24.162714,BTC,BUY,30730.39,5
113,2026-03-04 14:52:34.162714,ETH,SELL,26158.84,5
114,2026-03-04 14:52:44.162714,ETH,SELL,24109.29,5
115,2026-03-04 14:52:54.162714,SOL,SELL,4833.42,4
116,2026-03-04 14:53:04.162714,ETH,BUY,39487.15,4
117,2026-03-04 14:53:14.162714,BTC,BUY,15239.55,3
118,2026-03-04 14:53:24.162714,SOL,BUY,27144.77,3
119,2026-03-04 14:53:34.162714,SOL,BUY,14746.52,1
120,2026-03-04 14:53:44.162714,ETH,SELL,25915.7,1
121,2026-03-04 14:53:54.162714,BTC,BUY,12611.46,5
122,2026-03-04 14:54:04.162714,SOL,SELL,11842.65,4
123,2026-03-04 14:54:14.162714,ETH,BUY,11997.68,4
124,2026-03-04 14:54:24.162714,BTC,BUY,15856.31,5
125,2026-03-04 14:54:34.162714,SOL,SELL,13317.5,4
126,2026-03-04 14:54:44.162714,SOL,BUY,41090.07,3
127,2026-03-04 14:54:54.162714,ETH,BUY,9627.89,2
128,2026-03-04 14:55:04.162714,ETH,BUY,2056.13,3
129,2026-03-04 14:55:14.162714,SOL,BUY,42676.63,4
130,2026-03-04 14:55:24.162714,ETH,SELL,32403.42,1
131,2026-03-04 14:55:34.162714,SOL,SELL,5893.66,3
132,2026-03-04 14:55:44.162714,SOL,SELL,37875.89,1
133,2026-03-04 14:55:54.162714,SOL,SELL,14387.6,2
134,2026-03-04 14:56:04.162714,BTC,BUY,43197.56,5
135,2026-03-04 14:56:14.162714,ETH,BUY,11393.03,4
136,2026-03-04 14:56:24.162714,SOL,SELL,27334.42,5
137,2026-03-04 14:56:34.162714,ETH,SELL,27149.17,2
138,2026-03-04 14:56:44.162714,BTC,SELL,43158.82,4
139,2026-03-04 14:56:54.162714,ETH,BUY,28446.05,3
140,2026-03-04 14:57:04.162714,ETH,SELL,1144.62,4
141,2026-03-04 14:57:14.162714,SOL,SELL,30024.62,5
142,2026-03-04 14:57:24.162714,BTC,SELL,16174.37,3
143,2026-03-04 14:57:34.162714,BTC,BUY,38034.62,3
144,2026-03-04 14:57:44.162714,ETH,SELL,41066.74,3
145,2026-03-04 14:57:54.162714,SOL,SELL,38673.78,2
146,2026-03-04 14:58:04.162714,ETH,SELL,17837.48,5
147,2026-03-04 14:58:14.162714,ETH,BUY,31585.71,5
148,2026-03-04 14:58:24.162714,ETH,BUY,23559.53,4
149,2026-03-04 14:58:34.162714,ETH,SELL,22482.42,3
150,2026-03-04 14:58:44.162714,BTC,BUY,27726.78,2
151,2026-03-04 14:58:54.162714,BTC,SELL,7524.15,1
152,2026-03-04 14:59:04.162714,ETH,SELL,23076.0,4
153,2026-03-04 14:59:14.162714,SOL,SELL,21650.91,5
154,2026-03-04 14:59:24.162714,ETH,SELL,643.16,2
155,2026-03-04 14:59:34.162714,ETH,BUY,33179.79,5
156,2026-03-04 14:59:44.162714,BTC,BUY,29577.96,5
157,2026-03-04 14:59:54.162714,SOL,SELL,25017.33,1
158,2026-03-04 15:00:04.162714,ETH,SELL,24464.56,4
159,2026-03-04 15:00:14.162714,BTC,BUY,37712.17,5
160,2026-03-04 15:00:24.162714,BTC,SELL,37047.04,1
161,2026-03-04 15:00:34.162714,BTC,BUY,104.89,2
162,2026-03-04 15:00:44.162714,ETH,BUY,42832.16,5
163,2026-03-04 15:00:54.162714,SOL,SELL,26667.72,4
164,2026-03-04 15:01:04.162714,ETH,SELL,41011.21,5
165,2026-03-04 15:01:14.162714,SOL,BUY,42874.22,2
166,2026-03-04 15:01:24.162714,SOL,SELL,26332.32,2
167,2026-03-04 15:01:34.162714,ETH,SELL,27928.98,3
168,2026-03-04 15:01:44.162714,BTC,BUY,7175.45,4
169,2026-03-04 15:01:54.162714,BTC,BUY,34896.37,3
170,2026-03-04 15:02:04.162714,ETH,SELL,33738.97,2
171,2026-03-04 15:02:14.162714,ETH,BUY,40381.58,3
172,2026-03-04 15:02:24.162714,ETH,BUY,30488.36,5
173,2026-03-04 15:02:34.162714,BTC,BUY,13396.93,5
174,2026-03-04 15:02:44.162714,SOL,SELL,37304.78,3
175,2026-03-04 15:02:54.162714,BTC,BUY,34750.75,1
176,2026-03-04 15:03:04.162714,BTC,BUY,19135.98,1
177,2026-03-04 15:03:14.162714,BTC,SELL,1418.85,3
178,2026-03-04 15:03:24.162714,ETH,SELL,17516.78,4
179,2026-03-04 15:03:34.162714,SOL,SELL,43950.63,5
180,2026-03-04 15:03:44.162714,SOL,SELL,18634.19,2
181,2026-03-04 15:03:54.162714,SOL,SELL,17440.38,1
182,2026-03-04 15:04:04.162714,SOL,SELL,42793.68,1
183,2026-03-04 15:04:14.162714,ETH,SELL,19807.11,4
184,2026-03-04 15:04:24.162714,BTC,BUY,4365.18,3
185,2026-03-04 15:04:34.162714,SOL,SELL,18344.57,1
186,2026-03-04 15:04:44.162714,BTC,SELL,18202.58,2
187,2026-03-04 15:04:54.162714,BTC,SELL,10403.38,1
188,2026-03-04 15:05:04.162714,SOL,SELL,6211.58,4
189,2026-03-04 15:05:14.162714,BTC,BUY,41444.99,3
190,2026-03-04 15:05:24.162714,SOL,BUY,26706.47,4
191,2026-03-04 15:05:34.162714,SOL,SELL,40898.37,5
192,2026-03-04 15:05:44.162714,SOL,BUY,27164.43,3
193,2026-03-04 15:05:54.162714,SOL,SELL,19334.83,2
194,2026-03-04 15:06:04.162714,BTC,SELL,30067.02,3
195,2026-03-04 15:06:14.162714,ETH,BUY,42871.91,1
196,2026-03-04 15:06:24.162714,ETH,SELL,32534.74,2
197,2026-03-04 15:06:34.162714,SOL,SELL,25524.63,5
198,2026-03-04 15:06:44.162714,BTC,SELL,4943.0,3
199,2026-03-04 15:06:54.162714,BTC,BUY,32249.07,3
200,2026-03-04 15:07:04.162714,ETH,SELL,3583.05,2
201,2026-03-04 15:07:14.162714,SOL,SELL,43980.59,1
202,2026-03-04 15:07:24.162714,SOL,SELL,30805.36,5
203,2026-03-04 15:07:34.162714,SOL,BUY,15550.63,4
204,2026-03-04 15:07:44.162714,BTC,SELL,21119.6,5
205,2026-03-04 15:07:54.162714,ETH,BUY,44176.84,3
206,2026-03-04 15:08:04.162714,BTC,BUY,32978.88,1
207,2026-03-04 15:08:14.162714,SOL,SELL,41827.08,4
208,2026-03-04 15:08:24.162714,SOL,SELL,15570.1,3
209,2026-03-04 15:08:34.162714,SOL,SELL,29490.29,3
210,2026-03-04 15:08:44.162714,SOL,SELL,32284.25,2
211,2026-03-04 15:08:54.162714,BTC,BUY,14668.36,4
212,2026-03-04 15:09:04.162714,BTC,BUY,13551.07,4
213,2026-03-04 15:09:14.162714,SOL,SELL,24644.82,4
214,2026-03-04 15:09:24.162714,ETH,SELL,32570.24,4
215,2026-03-04 15:09:34.162714,SOL,BUY,28667.56,4
216,2026-03-04 15:09:44.162714,ETH,SELL,1288.04,3
217,2026-03-04 15:09:54.162714,ETH,BUY,7868.59,4
218,2026-03-04 15:10:04.162714,SOL,SELL,21381.04,3
219,2026-03-04 15:10:14.162714,SOL,SELL,20058.39,2
220,2026-03-04 15:10:24.162714,ETH,BUY,43080.43,4
221,2026-03-04 15:10:34.162714,SOL,SELL,22878.99,2
222,2026-03-04 15:10:44.162714,BTC,BUY,23227.82,4
223,2026-03-04 15:10:54.162714,ETH,BUY,37830.57,3
224,2026-03-04 15:11:04.162714,SOL,BUY,24812.51,4
225,2026-03-04 15:11:14.162714,SOL,SELL,13882.0,2
226,2026-03-04 15:11:24.162714,ETH,SELL,19834.16,1
227,2026-03-04 15:11:34.162714,BTC,BUY,19725.81,5
228,2026-03-04 15:11:44.162714,BTC,SELL,27056.36,1
229,2026-03-04 15:11:54.162714,ETH,BUY,25630.97,4
230,2026-03-04 15:12:04.162714,BTC,BUY,39384.31,1
231,2026-03-04 15:12:14.162714,ETH,BUY,34866.54,4
232,2026-03-04 15:12:24.162714,ETH,BUY,43165.53,2
233,2026-03-04 15:12:34.162714,ETH,SELL,31299.33,4
234,2026-03-04 15:12:44.162714,ETH,SELL,37855.48,3
235,2026-03-04 15:12:54.162714,SOL,BUY,9138.34,1
236,2026-03-04 15:13:04.162714,BTC,SELL,30812.31,1
237,2026-03-04 15:13:14.162714,BTC,SELL,20470.0,4
238,2026-03-04 15:13:24.162714,ETH,BUY,20021.45,4
239,2026-03-04 15:13:34.162714,BTC,SELL,43842.96,3
240,2026-03-04 15:13:44.162714,ETH,SELL,11933.32,5
241,2026-03-04 15:13:54.162714,ETH,SELL,31993.76,1
242,2026-03-04 15:14:04.162714,BTC,BUY,5532.97,3
243,2026-03-04 15:14:14.162714,SOL,BUY,2833.57,3
244,2026-03-04 15:14:24.162714,SOL,SELL,4428.2,3
245,2026-03-04 15:14:34.162714,BTC,BUY,1197.3,3
246,2026-03-04 15:14:44.162714,BTC,BUY,29430.51,1
247,2026-03-04 15:14:54.162714,BTC,SELL,1749.74,3
248,2026-03-04 15:15:04.162714,SOL,BUY,903.15,4
249,2026-03-04 15:15:14.162714,BTC,SELL,23627.72,3
250,2026-03-04 15:15:24.162714,SOL,SELL,31773.92,3
251,2026-03-04 15:15:34.162714,ETH,BUY,41299.03,5
252,2026-03-04 15:15:44.162714,BTC,SELL,32222.25,2
253,2026-03-04 15:15:54.162714,BTC,SELL,970.09,4
254,2026-03-04 15:16:04.162714,BTC,BUY,22436.96,1
255,2026-03-04 15:16:14.162714,BTC,SELL,5811.41,1
256,2026-03-04 15:16:24.162714,BTC,BUY,23444.26,1
257,2026-03-04 15:16:34.162714,BTC,BUY,41542.07,3
258,2026-03-04 15:16:44.162714,SOL,SELL,40740.46,5
259,2026-03-04 15:16:54.162714,SOL,BUY,27620.67,2
260,2026-03-04 15:17:04.162714,ETH,SELL,1677.52,4
261,2026-03-04 15:17:14.162714,SOL,SELL,36392.13,3
262,2026-03-04 15:17:24.162714,BTC,BUY,18667.8,2
263,2026-03-04 15:17:34.162714,BTC,BUY,26292.74,4
264,2026-03-04 15:17:44.162714,SOL,BUY,24797.01,3
265,2026-03-04 15:17:54.162714,ETH,SELL,28660.88,4
266,2026-03-04 15:18:04.162714,SOL,BUY,27674.55,2
267,2026-03-04 15:18:14.162714,ETH,SELL,624.5,5
268,2026-03-04 15:18:24.162714,SOL,SELL,4443.72,4
269,2026-03-04 15:18:34.162714,SOL,BUY,28907.69,2
270,2026-03-04 15:18:44.162714,ETH,SELL,6924.08,3
271,2026-03-04 15:18:54.162714,BTC,BUY,13458.94,5
272,2026-03-04 15:19:04.162714,ETH,SELL,39001.43,2
273,2026-03-04 15:19:14.162714,ETH,BUY,27274.81,4
274,2026-03-04 15:19:24.162714,SOL,SELL,34042.68,3
275,2026-03-04 15:19:34.162714,ETH,SELL,1378.21,3
276,2026-03-04 15:19:44.162714,SOL,SELL,22439.93,1
277,2026-03-04 15:19:54.162714,ETH,SELL,24989.77,1
278,2026-03-04 15:20:04.162714,BTC,BUY,3995.02,4
279,2026-03-04 15:20:14.162714,SOL,SELL,39090.62,2
280,2026-03-04 15:20:24.162714,ETH,SELL,1983.26,3
281,2026-03-04 15:20:34.162714,BTC,SELL,35479.61,3
282,2026-03-04 15:20:44.162714,ETH,BUY,389.12,1
283,2026-03-04 15:20:54.162714,BTC,SELL,1579.32,4
284,2026-03-04 15:21:04.162714,ETH,BUY,30920.86,3
285,2026-03-04 15:21:14.162714,ETH,SELL,13966.05,3
286,2026-03-04 15:21:24.162714,SOL,BUY,41930.95,4
287,2026-03-04 15:21:34.162714,ETH,SELL,39562.38,4
288,2026-03-04 15:21:44.162714,SOL,BUY,31317.01,2
289,2026-03-04 15:21:54.162714,SOL,BUY,44724.73,2
290,2026-03-04 15:22:04.162714,BTC,SELL,5533.69,2
291,2026-03-04 15:22:14.162714,ETH,BUY,36071.2,3
292,2026-03-04 15:22:24.162714,ETH,SELL,19220.08,1
293,2026-03-04 15:22:34.162714,SOL,BUY,5990.6,3
294,2026-03-04 15:22:44.162714,SOL,SELL,15500.28,4
295,2026-03-04 15:22:54.162714,BTC,BUY,19455.8,5
296,2026-03-04 15:23:04.162714,BTC,SELL,19185.89,1
297,2026-03-04 15:23:14.162714,SOL,SELL,4324.71,3
298,2026-03-04 15:23:24.162714,BTC,SELL,16617.52,5
299,2026-03-04 15:23:34.162714,BTC,BUY,2402.3,5
300,2026-03-04 15:23:44.162714,ETH,SELL,37479.47,1
301,2026-03-04 15:23:54.162714,BTC,BUY,337.32,5
302,2026-03-04 15:24:04.162714,ETH,SELL,9216.7,4
303,2026-03-04 15:24:14.162714,BTC,SELL,42269.4,1
304,2026-03-04 15:24:24.162714,SOL,SELL,23660.89,3
305,2026-03-04 15:24:34.162714,SOL,BUY,1238.31,3
306,2026-03-04 15:24:44.162714,SOL,BUY,12121.19,4
307,2026-03-04 15:24:54.162714,SOL,BUY,30784.41,2
308,2026-03-04 15:25:04.162714,SOL,SELL,15739.75,4
309,2026-03-04 15:25:14.162714,BTC,SELL,17209.12,5
310,2026-03-04 15:25:24.162714,ETH,BUY,12043.38,3
311,2026-03-04 15:25:34.162714,SOL,SELL,30901.35,2
312,2026-03-04 15:25:44.162714,SOL,BUY,14909.88,1
313,2026-03-04 15:25:54.162714,SOL,BUY,9275.92,3
314,2026-03-04 15:26:04.162714,SOL,SELL,31982.62,5
315,2026-03-04 15:26:14.162714,ETH,SELL,15981.49,3
316,2026-03-04 15:26:24.162714,BTC,BUY,4808.56,1
317,2026-03-04 15:26:34.162714,ETH,BUY,27047.0,3
318,2026-03-04 15:26:44.162714,SOL,SELL,30458.02,2
319,2026-03-04 15:26:54.162714,SOL,SELL,71.28,2
320,2026-03-04 15:27:04.162714,SOL,SELL,17392.31,2
321,2026-03-04 15:27:14.162714,SOL,BUY,44432.24,3
322,2026-03-04 15:27:24.162714,ETH,BUY,15053.91,4
323,2026-03-04 15:27:34.162714,ETH,SELL,40644.59,3
324,2026-03-04 15:27:44.162714,SOL,BUY,20818.66,4
325,2026-03-04 15:27:54.162714,BTC,SELL,14356.07,4
326,2026-03-04 15:28:04.162714,ETH,SELL,9544.38,3
327,2026-03-04 15:28:14.162714,SOL,SELL,9892.61,5
328,2026-03-04 15:28:24.162714,BTC,BUY,8840.93,1
329,2026-03-04 15:28:34.162714,BTC,BUY,10787.81,2
330,2026-03-04 15:28:44.162714,BTC,BUY,39430.63,2
331,2026-03-04 15:28:54.162714,BTC,SELL,836.0,4
332,2026-03-04 15:29:04.162714,BTC,BUY,19149.27,2
333,2026-03-04 15:29:14.162714,ETH,SELL,24472.34,3
334,2026-03-04 15:29:24.162714,ETH,BUY,27280.98,4
335,2026-03-04 15:29:34.162714,SOL,BUY,27559.22,1
336,2026-03-04 15:29:44.162714,BTC,BUY,27519.15,2
337,2026-03-04 15:29:54.162714,BTC,SELL,32821.17,3
338,2026-03-04 15:30:04.162714,ETH,BUY,10175.8,1
339,2026-03-04 15:30:14.162714,BTC,BUY,38118.94,5
340,2026-03-04 15:30:24.162714,ETH,SELL,40379.09,4
341,2026-03-04 15:30:34.162714,BTC,BUY,26731.6,1
342,2026-03-04 15:30:44.162714,BTC,SELL,19810.21,3
343,2026-03-04 15:30:54.162714,ETH,BUY,31726.72,5
344,2026-03-04 15:31:04.162714,ETH,SELL,31130.17,3
345,2026-03-04 15:31:14.162714,BTC,BUY,41512.62,2
346,2026-03-04 15:31:24.162714,BTC,SELL,10806.44,1
347,2026-03-04 15:31:34.162714,SOL,BUY,32269.8,3
348,2026-03-04 15:31:44.162714,BTC,SELL,40568.67,5
349,2026-03-04 15:31:54.162714,ETH,BUY,15608.09,3
350,2026-03-04 15:32:04.162714,SOL,BUY,28048.87,2
351,2026-03-04 15:32:14.162714,ETH,SELL,37698.51,3
352,2026-03-04 15:32:24.162714,BTC,BUY,44948.97,5
353,2026-03-04 15:32:34.162714,BTC,BUY,25799.44,1
354,2026-03-04 15:32:44.162714,BTC,BUY,31950.9,1
355,2026-03-04 15:32:54.162714,ETH,BUY,42386.44,3
356,2026-03-04 15:33:04.162714,ETH,SELL,23521.52,4
357,2026-03-04 15:33:14.162714,SOL,BUY,8757.29,5
358,2026-03-04 15:33:24.162714,SOL,SELL,13399.4,3
359,2026-03-04 15:33:34.162714,BTC,SELL,16534.55,5
360,2026-03-04 15:33:44.162714,ETH,SELL,2267.3,2
361,2026-03-04 15:33:54.162714,SOL,SELL,13180.92,3
362,2026-03-04 15:34:04.162714,BTC,SELL,19756.66,2
363,2026-03-04 15:34:14.162714,SOL,BUY,20055.59,3
364,2026-03-04 15:34:24.162714,BTC,BUY,35958.47,5
365,2026-03-04 15:34:34.162714,SOL,BUY,31992.11,3
366,2026-03-04 15:34:44.162714,ETH,BUY,35237.53,1
367,2026-03-04 15:34:54.162714,BTC,SELL,29615.06,3
368,2026-03-04 15:35:04.162714,ETH,SELL,32541.75,4
369,2026-03-04 15:35:14.162714,BTC,SELL,8881.59,4
370,2026-03-04 15:35:24.162714,SOL,BUY,18258.28,2
371,2026-03-04 15:35:34.162714,SOL,BUY,1709.48,3
372,2026-03-04 15:35:44.162714,ETH,BUY,24310.8,1
373,2026-03-04 15:35:54.162714,ETH,BUY,34574.55,5
374,2026-03-04 15:36:04.162714,ETH,SELL,37757.38,4
375,2026-03-04 15:36:14.162714,BTC,SELL,41422.86,3
376,2026-03-04 15:36:24.162714,BTC,SELL,8352.36,4
377,2026-03-04 15:36:34.162714,ETH,BUY,20275.05,1
378,2026-03-04 15:36:44.162714,BTC,SELL,4748.91,5
379,2026-03-04 15:36:54.162714,SOL,SELL,25511.97,5
380,2026-03-04 15:37:04.162714,ETH,BUY,4781.33,3
381,2026-03-04 15:37:14.162714,ETH,SELL,43985.18,3
382,2026-03-04 15:37:24.162714,BTC,BUY,36539.85,3
383,2026-03-04 15:37:34.162714,ETH,SELL,2823.32,3
384,2026-03-04 15:37:44.162714,SOL,BUY,27107.66,4
385,2026-03-04 15:37:54.162714,BTC,SELL,15282.86,5
386,2026-03-04 15:38:04.162714,ETH,BUY,15320.44,1
387,2026-03-04 15:38:14.162714,BTC,BUY,29080.7,1
388,2026-03-04 15:38:24.162714,SOL,BUY,26919.24,3
389,2026-03-04 15:38:34.162714,ETH,SELL,31144.63,5
390,2026-03-04 15:38:44.162714,BTC,SELL,44362.2,4
391,2026-03-04 15:38:54.162714,SOL,BUY,276.92,5
392,2026-03-04 15:39:04.162714,BTC,BUY,4977.62,4
393,2026-03-04 15:39:14.162714,SOL,BUY,27786.12,3
394,2026-03-04 15:39:24.162714,SOL,BUY,29678.69,1
395,2026-03-04 15:39:34.162714,BTC,SELL,5795.66,5
396,2026-03-04 15:39:44.162714,SOL,SELL,5446.93,3
397,2026-03-04 15:39:54.162714,BTC,SELL,24123.46,3
398,2026-03-04 15:40:04.162714,ETH,SELL,41412.14,2
399,2026-03-04 15:40:14.162714,BTC,BUY,43848.53,3
400,2026-03-04 15:40:24.162714,BTC,BUY,25300.53,4
401,2026-03-04 15:40:34.162714,BTC,SELL,20633.12,4
402,2026-03-04 15:40:44.162714,BTC,BUY,42857.12,4
403,2026-03-04 15:40:54.162714,ETH,SELL,5600.79,2
404,2026-03-04 15:41:04.162714,ETH,BUY,24202.81,3
405,2026-03-04 15:41:14.162714,SOL,SELL,19644.57,2
406,2026-03-04 15:41:24.162714,ETH,BUY,15494.02,4
407,2026-03-04 15:41:34.162714,ETH,BUY,30765.14,3
408,2026-03-04 15:41:44.162714,ETH,SELL,22556.47,1
409,2026-03-04 15:41:54.162714,SOL,SELL,31397.45,4
410,2026-03-04 15:42:04.162714,ETH,SELL,4867.69,4
411,2026-03-04 15:42:14.162714,SOL,SELL,13194.51,1
412,2026-03-04 15:42:24.162714,ETH,SELL,3362.35,3
413,2026-03-04 15:42:34.162714,BTC,SELL,20583.48,2
414,2026-03-04 15:42:44.162714,ETH,BUY,22719.22,2
415,2026-03-04 15:42:54.162714,BTC,BUY,28120.82,2
416,2026-03-04 15:43:04.162714,BTC,BUY,4954.26,5
417,2026-03-04 15:43:14.162714,SOL,BUY,23964.32,4
418,2026-03-04 15:43:24.162714,BTC,BUY,27254.19,4
419,2026-03-04 15:43:34.162714,BTC,BUY,23340.05,3
420,2026-03-04 15:43:44.162714,BTC,BUY,9623.66,5
421,2026-03-04 15:43:54.162714,BTC,BUY,20154.69,1
422,2026-03-04 15:44:04.162714,ETH,SELL,31345.72,2
423,2026-03-04 15:44:14.162714,ETH,BUY,42103.54,1
